java.sql.Timestamp,java.sql.Timestamp,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.String,java.lang.Short,java.lang.String,java.lang.String,java.lang.String,java.lang.Long,java.lang.Long,java.lang.Double,java.lang.Integer,java.lang.Integer,java.lang.Integer,java.lang.Double
StartDate,EndDate,ServiceType,Provider,Consumer,PeerConsumer,Period,ServiceLocation,ConsumerLocation,PeerConsumerLocation,DEVICE,QOS,PROTOCOL,SOURCE,DESTINATION,SrcBytes,BILLABLE_BYTES,Empty,GroupId,BillingRecordTypeId,IsVolatile,Amount
2005/09/14-15:30:00,2005/09/14-16:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","10.43.49.57",1551,1551,0.0,18000076,300,0,15.51
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","10.71.11.55",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWKA80FG8",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWKCFF0FA",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWKCFF0GK",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWKCFY7T3",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWKCNK6X1",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWKCVV48D",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWKLMRT33",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWKLXTZ88",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWKLXVA15",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWKLXZT66",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWLKZN2CA",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWLKZN2FR",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRGROWLKZN2HD",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-11:30:00,2005/09/14-12:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRKZOLH7JFM11",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-11:30:00,2005/09/14-12:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRKZOWKCRZ14P",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-11:30:00,2005/09/14-12:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRKZOWKCRZ15D",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-11:30:00,2005/09/14-12:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRKZOWKCRZ15K",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-11:30:00,2005/09/14-12:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRKZOWKCRZ18C",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-11:30:00,2005/09/14-12:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRKZOWKLLLW1F",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-11:30:00,2005/09/14-12:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRKZOWKLMK569",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-15:30:00,2005/09/14-16:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRLTZSLIQDS356",1551,1551,0.0,18000076,300,0,15.51
2005/09/14-15:30:00,2005/09/14-16:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRLTZSLIQDS359",1551,1551,0.0,18000076,300,0,15.51
2005/09/14-18:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRMPHL99YHFM8",1549,1549,0.0,18000076,300,0,15.49
2005/09/14-18:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRNYCWCOSTORE1",1551,1551,0.0,18000076,300,0,15.51
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRRJOD1GHHZ01",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRRJOD8FHHZ01",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRRJODCGHHZ01",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRRJODDGHHZ01",1767,1767,0.0,18000076,300,0,17.67
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRSAOL99LKBDB",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRSAOL99LKBFP",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRSAOLFXM3156",1781,1781,0.0,18000076,300,0,17.81
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRSAOLKPNVV06",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","AMRSAOLKPNVV22",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-08:30:00,2005/09/14-18:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","US207025A",3582,3582,0.0,18000076,300,0,35.82
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","amrrjod2fhhz01",1589,1589,0.0,18000076,300,0,15.89
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.103","amrrjol19393092",1591,1591,0.0,18000076,300,0,15.91
2005/09/14-16:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.193","US207025A",2595,2595,0.0,18000076,300,0,25.95
2005/09/14-13:30:00,2005/09/14-16:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.41","US207025A",1660,1660,0.0,18000076,300,0,16.6
2005/09/14-08:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.44","192.168.2.16",35672,35672,0.0,18000076,300,0,356.72
2005/09/14-08:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.47","192.168.2.16",37000,37000,0.0,18000076,300,0,370
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.47","MX000987",348990,348990,0.0,18000076,300,0,3489.9
2005/09/14-08:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.48","192.168.2.16",38056,38056,0.0,18000076,300,0,380.56
2005/09/14-09:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.49","192.168.2.16",29824,29824,0.0,18000076,300,0,298.24
2005/09/14-17:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.58","AUDNYCLCARPEA",4674,4674,0.0,18000076,300,0,46.74
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.59","US207025A",2171,2171,0.0,18000076,300,0,21.71
2005/09/14-12:30:00,2005/09/14-15:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","206.235.186.63","US207025A",4140,4140,0.0,18000076,300,0,41.4
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","AMRMEXLURIBEN","10.41.32.117",1216,1216,0.0,18000076,300,0,12.16
2005/09/14-09:30:00,2005/09/14-10:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","AMRMEXLVALDER02","US207025A",2813,2813,0.0,18000076,300,0,28.13
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","AMRMEXWCRED01","10.41.32.117",2391,2391,0.0,18000076,300,0,23.91
2005/09/14-08:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","AMRMEXWHERNANC05","10.41.32.117",19400,19400,0.0,18000076,300,0,194
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","AMRMEXWMARTIR16","10.41.32.117",2399,2399,0.0,18000076,300,0,23.99
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","AMRMEXWMERCV","10.41.32.117",1214,1214,0.0,18000076,300,0,12.14
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","AMRMEXWOLVERA01","10.41.32.117",1220,1220,0.0,18000076,300,0,12.2
2005/09/14-08:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","AMRMEXWQUEJP01","10.41.32.117",19368,19368,0.0,18000076,300,0,193.68
2005/09/14-08:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","AMRMEXWSANCHC09","10.41.32.117",21553,21553,0.0,18000076,300,0,215.53
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","WSGUERRERD1","10.41.32.117",2140,2140,0.0,18000076,300,0,21.4
2005/09/14-18:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","AMRCOCLSILVAW",9106,9106,0.0,18000076,300,0,91.06
2005/09/14-17:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","AMRCOCWPANTOF",42002,42002,0.0,18000076,300,0,420.02
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","AMRCSHLL31LRM0",11470,11470,0.0,18000076,300,0,114.7
2005/09/14-15:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","AMRCSHWLKDMR4M",34906,34906,0.0,18000076,300,0,349.06
2005/09/14-16:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","AMRCSHWLKDMR5B",2436,2436,0.0,18000076,300,0,24.36
2005/09/14-17:30:00,2005/09/14-18:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","AMRCSHWLKDMR9K",40108,40108,0.0,18000076,300,0,401.08
2005/09/14-17:30:00,2005/09/14-18:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","AMRLTZLLEROYB",1471,1471,0.0,18000076,300,0,14.71
2005/09/14-18:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","AMRLTZLSHAFERL",1469,1469,0.0,18000076,300,0,14.69
2005/09/14-17:30:00,2005/09/14-18:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","AMRLTZLTUCKERS",1473,1473,0.0,18000076,300,0,14.73
2005/09/14-16:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","AMRLTZLULANGELM",22811,22811,0.0,18000076,300,0,228.11
2005/09/14-17:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX000051",389494,389494,0.0,18000076,300,0,3894.94
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX000053",286678,286678,0.0,18000076,300,0,2866.78
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX000679",253936,253936,0.0,18000076,300,0,2539.36
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX000734",581547,581547,0.0,18000076,300,0,5815.47
2005/09/14-09:30:00,2005/09/14-18:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX000773",22101,22101,0.0,18000076,300,0,221.01
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX000979",485809,485809,0.0,18000076,300,0,4858.09
2005/09/14-17:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX000984",362864,362864,0.0,18000076,300,0,3628.64
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX000985",8478,8478,0.0,18000076,300,0,84.78
2005/09/14-10:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX000987",864290,864290,0.0,18000076,300,0,8642.9
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX001108",133685,133685,0.0,18000076,300,0,1336.85
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX001139",497054,497054,0.0,18000076,300,0,4970.54
2005/09/14-08:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX001204",18888,18888,0.0,18000076,300,0,188.88
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","MX001555",29511,29511,0.0,18000076,300,0,295.11
2005/09/14-16:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrdom02","RDPFIZER03",14150,14150,0.0,18000076,300,0,141.5
2005/09/14-17:30:00,2005/09/14-18:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrsms01","MX000051",8645,8645,0.0,18000076,300,0,86.45
2005/09/14-18:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrsms01","MX000053",8566,8566,0.0,18000076,300,0,85.66
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrsms01","MX000734",10261,10261,0.0,18000076,300,0,102.61
2005/09/14-10:30:00,2005/09/14-15:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrsms01","MX000773",17211,17211,0.0,18000076,300,0,172.11
2005/09/14-18:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrsms01","MX000979",8566,8566,0.0,18000076,300,0,85.66
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrsms01","MX001108",10265,10265,0.0,18000076,300,0,102.65
2005/09/14-17:30:00,2005/09/14-18:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexamrsms01","MX001204",9002,9002,0.0,18000076,300,0,90.02
2005/09/14-08:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexdir01","10.41.128.204",43580,43580,0.0,18000076,300,0,435.8
2005/09/14-08:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","mexdir01","10.41.32.117",20664,20664,0.0,18000076,300,0,206.64
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"NETBIOS-SSN","wstoralesm1","10.41.32.117",1938,1938,0.0,18000076,300,0,19.38
2005/09/14-18:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"ORACLE","mexamrdom02","WSAZUEROG",3316,3316,0.0,18000077,300,0,33.16
2005/09/14-12:30:00,2005/09/14-13:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"SMS-File Transfer","mexamrdom02","AMRCSHWLKDMR9V",1543,1543,0.0,18000078,300,0,15.43
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"SNMP","WSVERAV","10.8.5.203",2100,2100,0.0,18000079,300,0,21
2005/09/14-16:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","AMRMEXWCOMMEX2","172.159.50.161",1872,1872,0.0,18000080,300,0,18.72
2005/09/14-18:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","AMRCHVL99226DW",3220,3220,0.0,18000080,300,0,32.2
2005/09/14-17:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","AMRCOCWPANTOF",4883,4883,0.0,18000080,300,0,48.83
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","AMRCSHLL31LRM0",2151,2151,0.0,18000080,300,0,21.51
2005/09/14-16:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","AMRCSHWLKDMR5B",45872,45872,0.0,18000080,300,0,458.72
2005/09/14-08:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","AMRCSHWLKDMR8Z",9999,9999,0.0,18000080,300,0,99.99
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","AMRCSHWLKDMR9C",3897,3897,0.0,18000080,300,0,38.97
2005/09/14-17:30:00,2005/09/14-18:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","AMRCSHWLKDMR9K",4114,4114,0.0,18000080,300,0,41.14
2005/09/14-09:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","AMRCSHWLKDMR9V",24781,24781,0.0,18000080,300,0,247.81
2005/09/14-16:30:00,2005/09/14-17:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","AMRLTZLULANGELM",45475,45475,0.0,18000080,300,0,454.75
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX000053",7339,7339,0.0,18000080,300,0,73.39
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX000679",361154,361154,0.0,18000080,300,0,3611.54
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX000734",200856,200856,0.0,18000080,300,0,2008.56
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX000979",7271,7271,0.0,18000080,300,0,72.71
2005/09/14-17:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX000984",55220,55220,0.0,18000080,300,0,552.2
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX000985",62196,62196,0.0,18000080,300,0,621.96
2005/09/14-18:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX000987",351628,351628,0.0,18000080,300,0,3516.28
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX001108",54984,54984,0.0,18000080,300,0,549.84
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX001139",147838,147838,0.0,18000080,300,0,1478.38
2005/09/14-08:30:00,2005/09/14-09:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX001204",1883,1883,0.0,18000080,300,0,18.83
2005/09/14-19:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","MX001555",68217,68217,0.0,18000080,300,0,682.17
2005/09/14-16:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","RDPFIZER03",412327,412327,0.0,18000080,300,0,4123.27
2005/09/14-08:30:00,2005/09/14-10:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","VSD83J4J",2373,2373,0.0,18000080,300,0,23.73
2005/09/14-18:30:00,2005/09/14-19:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","WSAZUEROG",5807,5807,0.0,18000080,300,0,58.07
2005/09/14-09:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"TCP","mexamrdom02","anaamrweb02",4508,4508,0.0,18000080,300,0,45.08
2005/09/14-08:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"UDP","10.66.16.129","172.39.10.201",23946,23946,0.0,18000081,300,0,239.46
2005/09/14-08:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"UDP","10.66.16.129","192.168.200.12",7642,7642,0.0,18000081,300,0,76.42
2005/09/14-08:30:00,2005/09/14-20:30:00,18,1,0,0,0,-1,10192000,10390000,"10.64.0.34_99",0,"UDP","10.66.16.129","192.168.200.4",7371,7371,0.0,18000081,300,0,73.71
